Price in PLN,Price per meter,Floors in the building,No. of rooms,Location,Floor,Flat area in m2,Szerokosc,Dlugosc
630000.0,13695.65,6.0,2.0,Praga-Północ,0.0,46.0,52.26533,21.0429
407494.0,12006.31,5.0,1.0,Praga-Południe,2.0,33.94,52.24566,21.08273
385000.0,13750.0,15.0,1.0,Wola,1.0,28.0,52.22747,20.95153
1003000.0,9462.26,4.0,4.0,Bemowo,4.0,106.0,52.23203,20.88577
2056400.0,17486.39,11.0,5.0,Mokotów,11.0,117.6,52.20055556,21.02444444
715352.0,8800.0,8.0,4.0,Białołęka,3.0,81.29,52.31903,20.97061
527184.0,13081.49,10.0,2.0,Ursynów,9.0,40.3,52.16926,20.99477
690400.0,11506.67,10.0,3.0,Ursynów,9.0,60.0,52.1631,20.9925
397000.0,10538.89,4.0,2.0,Ursynów,1.0,37.67,52.1641,20.99259
1007000.0,16373.98,29.0,3.0,Wola,5.0,61.5,52.23096,20.98593
577728.0,11328.0,6.0,2.0,Mokotów,4.0,51.0,52.18008,21.0408
528950.0,14900.0,15.0,2.0,Wola,1.0,35.5,52.2316242,20.9722607
484000.0,10609.38,4.0,2.0,Włochy,3.0,45.62,52.1799062,20.9478161
321856.0,9400.0,5.0,2.0,Białołęka,5.0,34.24,52.31834,20.96844
581872.0,9992.65,5.0,3.0,Praga-Południe,0.0,58.23,52.24628,21.07672
702298.0,13786.77,9.0,2.0,Śródmieście,6.0,50.94,52.25779,20.98857
845541.0,13494.11,9.0,3.0,Śródmieście,6.0,62.66,52.25779,20.98857
716472.0,14227.01,9.0,2.0,Śródmieście,8.0,50.36,52.25779,20.98857
713734.0,14099.84,9.0,2.0,Śródmieście,6.0,50.62,52.25779,20.98857
677015.0,13148.48,9.0,2.0,Śródmieście,6.0,51.49,52.25779,20.98857
527000.0,8452.29,2.0,3.0,Białołęka,1.0,62.35,52.3241804,21.0691084
2169720.0,16400.0,2.0,3.0,Mokotów,0.0,132.3,52.18413,21.04277
2405000.0,13444.02,3.0,4.0,Ochota,2.0,178.89,52.20229,20.95443
442265.0,9850.0,4.0,2.0,Białołęka,4.0,44.9,52.3096,20.9837
933616.0,14124.3,9.0,3.0,Śródmieście,8.0,66.1,52.25779,20.98857
590820.0,8600.0,8.0,3.0,Białołęka,2.0,68.7,52.3194350334253,20.9716856760839
557270.0,9500.0,8.0,3.0,Białołęka,5.0,58.66,52.3194350334253,20.9716856760839
522536.0,9732.46,4.0,3.0,Ursus,4.0,53.69,52.1951226,20.8837885
504900.0,10193.82,4.0,2.0,Bemowo,0.0,49.53,52.2409067,20.9113297
635096.0,14457.0,6.0,2.0,Praga-Południe,4.0,43.93,52.2310687,21.10943556
663440.0,7993.25,3.0,4.0,Wawer,1.0,83.0,52.1731118187735,21.2058126755695
335374.0,10850.02,4.0,1.0,Ursus,0.0,30.91,52.1951226,20.8837885
467000.0,10820.2,4.0,2.0,Włochy,4.0,43.16,52.1799062,20.9478161
899000.0,8947.94,2.0,4.0,Ursynów,2.0,100.47,52.1419,21.01481
2500000.0,15625.0,5.0,5.0,Śródmieście,5.0,160.0,52.22515,21.0359
1047069.0,11568.54,6.0,4.0,Mokotów,4.0,90.51,52.18978,20.99791
671733.0,8093.17,3.0,4.0,Wawer,3.0,83.0,52.17183,21.2037
412000.0,7357.14,2.0,3.0,Białołęka,2.0,56.0,52.3286,21.0597
377000.0,6676.11,3.0,3.0,Białołęka,2.0,56.47,52.34331,21.02882
574807.0,8849.99,5.0,3.0,Rembertów,5.0,64.95,52.24812,21.14347
265000.0,7220.71,3.0,2.0,Białołęka,2.0,36.7,52.33744,21.02917
812500.0,8710.33,3.0,4.0,Wilanów,2.0,93.28,52.17192,21.10727
405262.0,7150.0,5.0,3.0,Rembertów,1.0,56.68,52.25847,21.12687
854144.0,11700.6,10.0,4.0,Mokotów,7.0,73.0,52.1811,20.9896
574259.0,10308.01,8.0,3.0,Praga-Południe,2.0,55.71,52.23111141,21.10826397
1600000.0,15384.62,5.0,3.0,Praga-Północ,5.0,104.0,52.25395,21.03278
600000.0,9375.0,4.0,3.0,Bemowo,3.0,64.0,52.23203,20.88577
1061454.0,11400.0,27.0,4.0,Wola,14.0,93.11,52.22685,20.95204
671616.0,15896.24,26.0,2.0,Wola,20.0,42.25,52.22794,20.95862
535000.0,9224.14,4.0,3.0,Ursus,1.0,58.0,52.19138,20.9079
751869.0,10198.98,8.0,3.0,Wola,2.0,73.72,52.22124,20.95634
523161.0,11435.21,8.0,2.0,Wola,2.0,45.75,52.22124,20.95634
1280000.0,11962.62,6.0,4.0,Śródmieście,7.0,107.0,52.2351,21.035
607666.0,7499.27,12.0,4.0,Białołęka,2.0,81.03,52.3096,20.9837
694538.0,11672.91,10.0,3.0,Mokotów,9.0,59.5,52.17444,20.99834
508854.0,8390.01,4.0,3.0,Białołęka,3.0,60.65,52.3436875163462,20.9726242691564
898261.0,9780.72,8.0,4.0,Wola,1.0,91.84,52.22124,20.95634
1600000.0,10666.67,6.0,5.0,Praga-Północ,6.0,150.0,52.25812,21.04015
439000.0,10975.0,4.0,2.0,Ursynów,1.0,40.0,52.1378544,21.0291229
638000.0,9393.4,4.0,3.0,Włochy,3.0,67.92,52.1799062,20.9478161
526082.0,8362.45,12.0,3.0,Białołęka,2.0,62.91,52.3096,20.9837
353330.0,8900.0,8.0,2.0,Białołęka,3.0,39.7,52.31903,20.97061
502522.0,8722.83,12.0,3.0,Białołęka,7.0,57.61,52.3096,20.9837
444000.0,10855.75,4.0,2.0,Ursynów,1.0,40.9,52.16307,20.99228
398000.0,10173.82,4.0,2.0,Ursus,1.0,39.12,52.19138,20.9079
883476.0,11341.16,10.0,3.0,Mokotów,3.0,77.9,52.20055556,21.02444444
425000.0,11036.09,4.0,2.0,Ursynów,1.0,38.51,52.16307,20.99228
430000.0,7288.14,2.0,3.0,Białołęka,2.0,59.0,52.32658,21.06126
591527.0,16300.0,21.0,1.0,Wola,17.0,36.29,52.22735,20.95619
621096.0,16800.0,21.0,1.0,Wola,18.0,36.97,52.22681,20.95211
722217.0,14318.34,9.0,2.0,Śródmieście,7.0,50.44,52.25779,20.98857
583827.0,12691.89,10.0,2.0,Mokotów,8.0,46.0,52.188747,21.068766
540000.0,8270.79,7.0,3.0,Ursus,7.0,65.29,52.20441,20.88059
772945.0,14426.0,9.0,2.0,Śródmieście,8.0,53.58,52.25779,20.98857
389740.0,14434.81,10.0,1.0,Mokotów,6.0,27.0,52.188747,21.068766
483790.0,6862.27,5.0,4.0,Rembertów,0.0,70.5,52.25963,21.12824
652916.0,12100.0,26.0,1.0,Wola,10.0,53.96,52.22718,20.95614
696452.0,13851.47,9.0,2.0,Śródmieście,6.0,50.28,52.25769,20.98879
315840.0,11464.25,12.0,1.0,Białołęka,4.0,27.55,52.3289879,21.0076793
1840991.0,15341.59,8.0,5.0,Mokotów,4.0,120.0,52.18314,21.01407
610815.0,12900.0,26.0,1.0,Wola,5.0,47.35,52.23722222,20.96055556
322000.0,11764.71,4.0,1.0,Ursynów,1.0,27.37,52.16059,20.99458
399000.0,11390.24,4.0,2.0,Ursynów,0.0,35.03,52.1650403980098,20.992625054546
1021259.0,13179.24,9.0,3.0,Śródmieście,6.0,77.49,52.25779,20.98857
720492.0,13447.03,9.0,2.0,Śródmieście,3.0,53.58,52.25779,20.98857
495932.0,9537.15,4.0,3.0,Ursus,1.0,52.0,52.1951226,20.8837885
561456.0,11200.0,3.0,2.0,Praga-Południe,2.0,50.13,52.24013,21.08069
872734.0,11306.31,9.0,3.0,Śródmieście,1.0,77.19,52.25779,20.98857
786887.0,12556.04,9.0,3.0,Śródmieście,1.0,62.67,52.25779,20.98857
610000.0,9881.74,10.0,3.0,Mokotów,1.0,61.73,52.194157,21.0346955
540000.0,12857.14,4.0,2.0,Mokotów,2.0,42.0,52.1926208,21.0457173
798100.0,9988.74,8.0,4.0,Wola,3.0,79.9,52.22138501,20.95689297
603412.0,12200.0,4.0,1.0,Praga-Północ,0.0,49.46,52.2615431565315,21.0454736685663
1730000.0,14416.67,6.0,4.0,Mokotów,6.0,120.0,52.19648,20.98545
792792.0,12670.48,9.0,3.0,Śródmieście,8.0,62.57,52.25779,20.98857
648392.0,12875.14,9.0,2.0,Śródmieście,1.0,50.36,52.25779,20.98857
792167.0,7072.92,2.0,3.0,Wawer,1.0,112.0,52.15715229,21.19524479
579000.0,5169.64,1.0,5.0,Wawer,1.0,112.0,52.15442,21.16792
1006639.0,10198.98,8.0,4.0,Wola,5.0,98.7,52.22243,20.95563
864000.0,8000.0,2.0,5.0,Ursus,1.0,108.0,52.18454,20.87837
1672000.0,15773.58,2.0,3.0,Mokotów,1.0,106.0,52.17619,21.05088
500110.0,8691.52,4.0,3.0,Ursus,3.0,57.54,52.18863,20.9141
497000.0,11590.49,4.0,2.0,Praga-Południe,3.0,42.88,52.248015,21.0847753
290850.0,10029.31,12.0,2.0,Białołęka,1.0,29.0,52.3377259,20.9655481
591000.0,9158.53,4.0,3.0,Włochy,1.0,64.53,52.20787,20.93642
790204.0,9889.91,8.0,4.0,Śródmieście,3.0,79.9,52.23214,21.0267
1019749.0,9550.0,8.0,5.0,Włochy,1.0,106.78,52.17744,20.95207
3422630.0,23000.0,11.0,5.0,Śródmieście,11.0,148.81,52.23214,21.0267
652000.0,16300.0,15.0,2.0,Wola,15.0,40.0,52.22735,20.95327
630000.0,11250.0,8.0,3.0,Praga-Południe,0.0,56.0,52.235541413662,21.0937929665387
480455.0,6120.45,1.0,4.0,,0.0,78.5,52.1031,21.05916
810000.0,9642.86,3.0,4.0,Targówek,0.0,84.0,52.28106,21.02484
549000.0,15250.0,15.0,1.0,Wola,6.0,36.0,52.22735,20.95327
618000.0,9967.74,3.0,3.0,Targówek,0.0,62.0,52.2808085763611,21.0249082235203
731280.0,12007.88,4.0,2.0,Praga-Południe,2.0,60.9,52.226931306882,21.0615455514603
579000.0,5169.64,1.0,3.0,Wawer,1.0,112.0,52.15456,21.19441
1184505.0,10500.0,6.0,4.0,Włochy,5.0,112.81,52.1990203551011,20.9541101640609
927000.0,12360.0,5.0,4.0,Praga-Południe,4.0,75.0,52.24491,21.08878
469000.0,7816.67,1.0,3.0,Wawer,0.0,60.0,52.15456,21.19441
535972.0,11847.3,8.0,2.0,Wola,5.0,45.24,52.2333751,20.9571835
1858000.0,13532.41,4.0,4.0,Praga-Południe,3.0,137.3,52.226931306882,21.0615455514603
315301.0,10850.0,4.0,1.0,Ursus,0.0,29.06,52.18938,20.9132
574300.0,10255.36,6.0,3.0,Praga-Południe,2.0,56.0,52.23188,21.10989
373000.0,12433.33,6.0,1.0,Praga-Południe,0.0,30.0,52.23188,21.10989
429000.0,9381.15,7.0,2.0,Ursus,6.0,45.73,52.1951226,20.8837885
502945.0,8524.49,4.0,3.0,Białołęka,4.0,59.0,52.3289879,21.0076793
527000.0,8597.06,5.0,2.0,Praga-Południe,2.0,61.3,52.2361222986727,21.128704833783
552920.0,9451.62,4.0,4.0,Ursus,1.0,58.5,52.18938,20.9132
615000.0,10250.0,8.0,2.0,Praga-Południe,5.0,60.0,52.24527778,21.08444444
1417326.0,12309.59,2.0,4.0,Mokotów,0.0,115.14,52.17694,21.0413
429000.0,10412.62,4.0,2.0,Włochy,1.0,41.2,52.20798,20.93657
2555000.0,15029.41,2.0,4.0,Mokotów,1.0,170.0,52.20055556,21.02444444
573000.0,9393.44,4.0,3.0,Włochy,1.0,61.0,52.2092,20.93415
499000.0,8386.55,7.0,3.0,Ursus,3.0,59.5,52.20298,20.88398
398593.0,12970.81,3.0,2.0,Białołęka,0.0,30.73,52.33190373,20.97049713
589192.0,9400.0,5.0,3.0,Białołęka,5.0,62.68,52.3187893,20.9687376
615000.0,10250.0,8.0,3.0,Praga-Południe,5.0,60.0,52.235541413662,21.0937929665387
534000.0,8900.0,8.0,3.0,Praga-Południe,0.0,60.0,52.23188,21.10989
1350000.0,11637.93,5.0,4.0,Praga-Południe,4.0,116.0,52.24491,21.08878
588000.0,10137.93,4.0,3.0,Ursynów,4.0,58.0,52.1604,20.99368
414119.0,9859.98,4.0,2.0,Ursus,1.0,42.0,52.19388889,20.88611111
471000.0,10953.49,5.0,2.0,Mokotów,1.0,43.0,52.20576,20.99549
900000.0,12000.0,5.0,4.0,Praga-Południe,1.0,75.0,52.24379,21.08423
607666.0,7502.05,12.0,4.0,Białołęka,2.0,81.0,52.32281,20.9456
1802000.0,16089.29,2.0,4.0,Mokotów,1.0,112.0,52.17619,21.05088
2155188.0,15617.3,7.0,4.0,Mokotów,7.0,138.0,52.1755032,21.01326
2300000.0,17692.31,2.0,4.0,Mokotów,1.0,130.0,52.17619,21.05088
449174.0,7829.42,12.0,3.0,Białołęka,1.0,57.37,52.3106169106932,20.9699389306326
875820.0,11002.76,4.0,3.0,Praga-Południe,1.0,79.6,52.22711,21.0622
530000.0,8983.05,,3.0,Ursynów,0.0,59.0,52.1378544,21.0291229
359000.0,11966.67,6.0,1.0,Praga-Południe,1.0,30.0,52.23188,21.10989
627000.0,9796.88,3.0,3.0,Targówek,0.0,64.0,52.28324,21.03131
790000.0,10533.33,5.0,3.0,Praga-Południe,1.0,75.0,52.2466844123776,21.070812913351
1650000.0,17116.18,3.0,3.0,Śródmieście,3.0,96.4,52.2266385,21.01972376
1047750.0,11000.0,3.0,4.0,Praga-Południe,3.0,95.25,52.24005,21.08086
770000.0,9871.79,3.0,4.0,Targówek,0.0,78.0,52.2808085763611,21.0249082235203
760000.0,8444.44,8.0,4.0,Praga-Południe,0.0,90.0,52.24527778,21.08444444
590016.0,11200.0,3.0,3.0,Praga-Południe,1.0,52.68,52.24005,21.08086
466560.0,5832.0,1.0,4.0,,1.0,80.0,52.10407,21.0568
500000.0,10638.3,6.0,2.0,Praga-Południe,0.0,47.0,52.23188,21.10989
510833.0,6385.41,1.0,3.0,,0.0,80.0,52.10196,21.05886
500000.0,9259.26,5.0,2.0,Praga-Południe,2.0,54.0,52.2361222986727,21.128704833783
469000.0,10422.22,6.0,2.0,Praga-Południe,4.0,45.0,52.23188,21.10989
1025800.0,11656.82,5.0,3.0,Praga-Południe,5.0,88.0,52.24491,21.08878
913198.0,6200.0,2.0,4.0,Wilanów,1.0,147.29,52.1504845,21.1059228
2878000.0,15147.37,2.0,4.0,Mokotów,1.0,190.0,52.1841,21.03577
668628.0,13156.79,10.0,3.0,Ursynów,10.0,50.82,52.16924,20.99482
579000.0,5169.64,2.0,4.0,Wawer,1.0,112.0,52.15442,21.16792
1183035.0,10500.0,6.0,4.0,Włochy,4.0,112.67,52.2007287,20.9473954
1400000.0,18421.05,8.0,3.0,Mokotów,1.0,76.0,52.18487,21.01002
837164.0,7474.68,2.0,3.0,Wawer,1.0,112.0,52.15713622,21.1986351
488000.0,8561.4,7.0,3.0,Ursus,4.0,57.0,52.197826436324,20.8875689934343
514000.0,8031.25,7.0,3.0,Ursus,2.0,64.0,52.20298,20.88398
629781.0,12231.13,9.0,2.0,Śródmieście,1.0,51.49,52.25676,20.98689
505000.0,7628.4,7.0,3.0,Ursus,0.0,66.2,52.2059,20.88016
550440.0,11000.0,3.0,2.0,Praga-Południe,0.0,50.04,52.24005,21.08086
481900.0,10708.89,6.0,2.0,Praga-Południe,4.0,45.0,52.23188,21.10989
898067.0,9829.98,3.0,4.0,Białołęka,0.0,91.36,52.33198241,20.97049713
447300.0,8724.4,3.0,3.0,Białołęka,0.0,51.27,52.31861111,21.03222222
517000.0,7918.52,7.0,3.0,Ursus,2.0,65.29,52.20477,20.88117
1300000.0,13684.21,2.0,4.0,Mokotów,1.0,95.0,52.18192,21.04014
570855.0,9500.0,8.0,3.0,Białołęka,5.0,60.09,52.31840761,20.96920216
600000.0,10000.0,6.0,3.0,Praga-Południe,2.0,60.0,52.23188,21.10989
589192.0,9400.0,5.0,3.0,Białołęka,5.0,62.68,52.31820562,20.96910238
472900.0,10508.89,6.0,2.0,Praga-Południe,1.0,45.0,52.23123,21.09252
870000.0,6960.0,2.0,5.0,,2.0,125.0,52.0997,21.02811
1670000.0,18555.56,5.0,4.0,Praga-Północ,5.0,90.0,52.2537,21.03265
532168.0,9503.0,4.0,4.0,Ursus,0.0,56.0,52.18938,20.9132
589000.0,9816.67,3.0,3.0,Targówek,0.0,60.0,52.2808085763611,21.0249082235203
649000.0,9271.43,8.0,3.0,Praga-Południe,6.0,70.0,52.23101,21.10511
625000.0,9200.65,4.0,3.0,Włochy,3.0,67.93,52.20853,20.93503
1026975.0,10405.02,8.0,4.0,Wola,7.0,98.7,52.23722222,20.96055556
362775.0,10500.0,5.0,1.0,Bemowo,2.0,34.55,52.2457,20.89931
620237.0,10571.62,3.0,3.0,Białołęka,2.0,58.67,52.33206108,20.97045422
1699000.0,15445.45,2.0,3.0,Mokotów,0.0,110.0,52.17619,21.05088
1860000.0,14971.02,8.0,5.0,,8.0,124.24,,
561456.0,11200.0,3.0,2.0,Praga-Południe,1.0,50.13,52.24005,21.08086
2499000.0,24028.85,6.0,4.0,Wola,5.0,104.0,52.23546,20.98557
737352.0,11593.58,10.0,3.0,Ursynów,6.0,63.6,52.16924,20.99482
1072296.0,10600.0,3.0,4.0,Praga-Południe,3.0,101.16,52.240103027057,21.0806874476848
508000.0,8839.39,8.0,3.0,Ursus,6.0,57.47,52.20513,20.87804
661000.0,13612.03,6.0,2.0,Mokotów,1.0,48.56,52.17115,20.99067
548112.0,13614.31,10.0,2.0,Ursynów,10.0,40.26,52.16924,20.99482
1080000.0,10246.68,4.0,4.0,Praga-Południe,0.0,105.4,52.226931306882,21.0615455514603
1298900.0,14929.89,7.0,4.0,Ursynów,2.0,87.0,52.1414,21.06424
637319.0,13375.01,6.0,3.0,Praga-Południe,6.0,47.65,52.23131512,21.10848069
1400000.0,18421.05,8.0,3.0,Mokotów,1.0,76.0,52.18487,21.01002
357900.0,6674.75,3.0,3.0,Białołęka,1.0,53.62,52.3374401,21.0291678
511536.0,11367.47,8.0,2.0,Wola,0.0,45.0,52.22256,20.95477
3422630.0,23000.0,11.0,5.0,Wola,11.0,148.81,52.2390509,20.9895728
331000.0,11178.66,4.0,2.0,Ursynów,0.0,29.61,52.16074,20.99381
814638.0,6600.0,2.0,3.0,Wilanów,1.0,123.43,52.1504845,21.1059228
2198908.0,17451.65,8.0,4.0,Mokotów,5.0,126.0,52.18314,21.01407
556765.0,7919.84,12.0,4.0,Białołęka,1.0,70.3,52.3106169106932,20.9699389306326
848276.0,24112.45,27.0,1.0,Wola,26.0,35.18,52.230817,20.9861459
1022595.0,10500.0,,3.0,Włochy,6.0,97.39,52.1990203551011,20.9541101640609
420700.0,10387.65,12.0,2.0,Białołęka,4.0,40.5,52.3106169106932,20.9699389306326
388000.0,8748.59,7.0,2.0,Ursus,1.0,44.35,52.2059,20.88016
326550.0,7964.63,2.0,2.0,Białołęka,1.0,41.0,52.3324785,21.0557536
377000.0,8976.19,7.0,2.0,Ursus,5.0,42.0,52.20513,20.87804
926929.0,10075.32,8.0,4.0,Wola,4.0,92.0,52.22228,20.95247
501125.0,9637.02,4.0,3.0,Ursus,1.0,52.0,52.18938,20.9132
748962.0,8988.98,8.0,4.0,Wola,0.0,83.32,52.22256,20.95477
954944.0,8600.0,2.0,5.0,Wilanów,1.0,111.04,52.171586,21.1099231
613000.0,10216.67,8.0,3.0,Praga-Południe,4.0,60.0,52.23035,21.10206
649000.0,9833.33,3.0,3.0,Targówek,0.0,66.0,52.2896445663184,21.0265712684547
410619.0,7256.03,2.0,3.0,Białołęka,1.0,56.59,52.3322891602931,21.0540275581263
810000.0,9642.86,3.0,4.0,Targówek,1.0,84.0,52.28324,21.03131
461240.0,5875.67,1.0,4.0,,1.0,78.5,52.10365,21.05818
537112.0,11319.54,8.0,2.0,Wola,0.0,47.45,52.2234,20.95239
415300.0,8652.08,5.0,2.0,Praga-Południe,2.0,48.0,52.2361222986727,21.128704833783
360000.0,12000.0,5.0,1.0,Praga-Południe,3.0,30.0,52.24475,21.08569
1025000.0,11388.89,5.0,3.0,Praga-Południe,5.0,90.0,52.2466844123776,21.070812913351
1600000.0,17777.78,5.0,4.0,Praga-Północ,5.0,90.0,52.25109,21.03525
456000.0,6805.97,5.0,4.0,Rembertów,0.0,67.0,52.26394,21.1497
510898.0,9531.68,4.0,3.0,Ursus,2.0,53.6,52.18938,20.9132
740230.0,7900.0,2.0,5.0,Ursus,0.0,93.7,52.1844055,20.8767164
302700.0,8660.94,3.0,2.0,Białołęka,0.0,34.95,52.3245590167478,20.9504805722325
717376.0,8748.49,4.0,4.0,Ursus,0.0,82.0,52.18938,20.9132
2869000.0,15100.0,2.0,5.0,Mokotów,1.0,190.0,52.17619,21.05088
436900.0,8554.92,3.0,3.0,Białołęka,3.0,51.07,52.3245590167478,20.9504805722325
459000.0,14806.45,2.0,2.0,Mokotów,0.0,31.0,52.1721575247954,21.0527374681595
823149.0,24756.36,28.0,2.0,Wola,27.0,33.25,52.2302,20.98505
864000.0,8000.0,2.0,6.0,Ursus,,108.0,52.1844055,20.8767164
774080.0,11234.83,10.0,3.0,Mokotów,10.0,68.9,52.20055556,21.02444444
387600.0,10790.65,12.0,2.0,Białołęka,8.0,35.92,52.32084,20.94763
1050000.0,19491.37,7.0,2.0,Śródmieście,2.0,53.87,52.2374138456696,21.0016955046443
523305.0,9390.01,4.0,2.0,Praga-Południe,2.0,55.73,52.2410989834635,21.1194537326709
565410.0,11319.52,8.0,2.0,Wola,0.0,49.95,52.23722222,20.96055556
459567.0,6850.01,5.0,4.0,Rembertów,1.0,67.09,52.25847,21.12687
509400.0,8085.71,2.0,4.0,Białołęka,1.0,63.0,52.32982,21.05926
771063.0,9300.0,3.0,5.0,Praga-Południe,0.0,82.91,52.2400229836837,21.1069452222341
518781.0,8700.0,4.0,3.0,Białołęka,2.0,59.63,52.318868,20.96916676
379999.0,6075.12,3.0,3.0,Białołęka,1.0,62.55,52.33744,21.02917
335999.0,6575.32,3.0,3.0,Białołęka,1.0,51.1,52.33744,21.02917
470000.0,10681.82,4.0,2.0,Praga-Południe,0.0,44.0,52.2463,21.0695
381000.0,10606.9,12.0,2.0,Białołęka,7.0,35.92,52.3286560432259,20.940120399138
669325.0,10298.89,8.0,3.0,Wola,2.0,64.99,52.22075403,20.95732212
449000.0,8980.0,12.0,2.0,Białołęka,6.0,50.0,52.32381914,20.94466209
453974.0,8924.2,12.0,3.0,Białołęka,5.0,50.87,52.3286560432259,20.940120399138
986695.0,11501.28,5.0,3.0,Mokotów,1.0,85.79,52.18611111,21.06416667
775400.0,11336.26,10.0,3.0,Ursynów,10.0,68.4,52.1631,20.9925
375000.0,13392.86,6.0,1.0,Wola,4.0,28.0,52.22458,20.94066
508854.0,8390.01,4.0,3.0,Białołęka,3.0,60.65,52.3436875163462,20.9726242691564
330558.0,8708.06,2.0,2.0,Białołęka,1.0,37.96,52.3296785,21.057145
896676.0,13586.0,11.0,3.0,Mokotów,8.0,66.0,52.18448792,21.01139149
565161.0,9300.0,5.0,3.0,Wawer,1.0,60.77,52.23739,21.13738
584550.0,9000.0,5.0,3.0,Wawer,4.0,64.95,52.23916,21.14027
409822.0,7318.25,2.0,3.0,Białołęka,1.0,56.0,52.3324785,21.0557536
507763.0,8390.0,4.0,3.0,Białołęka,0.0,60.52,52.3267789,20.94978914
595010.0,9950.0,5.0,3.0,Praga-Południe,2.0,59.8,52.24527778,21.08444444
449800.0,8329.63,4.0,3.0,Białołęka,1.0,54.0,52.31974,20.96882
980000.0,12588.31,5.0,4.0,Praga-Północ,4.0,77.85,52.25638889,21.03555556
1404524.0,21608.06,29.0,3.0,Wola,28.0,65.0,52.2302,20.98505
439000.0,10689.07,4.0,2.0,Włochy,2.0,41.07,52.20798,20.93752
360450.0,8900.0,8.0,2.0,Białołęka,3.0,40.5,52.31861111,21.03222222
483172.0,8491.6,12.0,3.0,Białołęka,4.0,56.9,52.32298634,20.94401836
525000.0,12243.47,4.0,2.0,Praga-Południe,3.0,42.88,52.2480534604535,21.0866059776325
2850000.0,19520.55,3.0,5.0,Bielany,2.0,146.0,52.2827120814243,20.9808359205821
453300.0,10601.03,4.0,2.0,Włochy,3.0,42.76,52.20798,20.93752
491500.0,10766.7,4.0,2.0,Włochy,4.0,45.65,52.20798,20.93752
704000.0,9355.48,4.0,4.0,Bemowo,3.0,75.25,52.23108,20.88547
570855.0,9500.0,8.0,3.0,Białołęka,5.0,60.09,52.31877618,20.96901655
511576.0,8290.0,4.0,3.0,Białołęka,0.0,61.71,52.3267789,20.94978914
549900.0,9400.0,4.0,4.0,Ursus,0.0,58.5,52.1929591539633,20.9045163091277
730626.0,9635.05,4.0,4.0,Bemowo,4.0,75.83,52.2312350034004,20.8956059068872
589100.0,11263.86,8.0,2.0,Wola,0.0,52.3,52.22498,20.95288
549500.0,7808.73,3.0,4.0,Białołęka,1.0,70.37,52.3245590167478,20.9504805722325
396000.0,7200.0,5.0,3.0,Rembertów,5.0,55.0,52.26995,21.12297
494922.0,8590.9,12.0,3.0,Białołęka,6.0,57.61,52.3286560432259,20.940120399138
254000.0,7150.9,5.0,2.0,Rembertów,1.0,35.52,52.2584714,21.1268676
477100.0,10000.0,5.0,2.0,Wawer,4.0,47.71,52.1962166,21.1782251
811000.0,9760.5,4.0,4.0,Bemowo,4.0,83.09,52.23108,20.88547
537082.0,8537.31,12.0,3.0,Białołęka,3.0,62.91,52.3286560432259,20.940120399138
513000.0,19000.0,13.0,1.0,Wola,7.0,27.0,52.2333751,20.9571835
1040000.0,19537.85,7.0,2.0,Wola,2.0,53.23,52.2343227,20.9887277
527170.0,9490.01,4.0,2.0,Praga-Południe,3.0,55.55,52.2410989834635,21.1194537326709
565300.0,9975.3,4.0,3.0,Bemowo,1.0,56.67,52.23108,20.88547
827220.0,9955.71,4.0,4.0,Bemowo,4.0,83.09,52.2312350034004,20.8956059068872
390000.0,8928.57,5.0,2.0,Ursus,2.0,43.68,52.2044089,20.8805946
716300.0,9446.13,4.0,3.0,Bemowo,0.0,75.83,52.23108,20.88547
2850000.0,19520.55,3.0,4.0,Bielany,3.0,146.0,52.2827120814243,20.9808359205821
559812.0,11207.45,8.0,2.0,Śródmieście,0.0,49.95,52.23055556,21.0125
453974.0,8924.2,12.0,3.0,Białołęka,5.0,50.87,52.32084,20.94763
390000.0,8924.49,7.0,2.0,Ursus,2.0,43.7,52.20298,20.88398
335004.0,8375.1,2.0,2.0,Białołęka,1.0,40.0,52.3322891602931,21.0540275581263
482300.0,6890.0,5.0,4.0,Rembertów,1.0,70.0,52.26995,21.12297
434800.0,8139.27,3.0,3.0,Białołęka,1.0,53.42,52.3245590167478,20.9504805722325
1050000.0,19725.72,7.0,2.0,Wola,4.0,53.23,52.2343227,20.9887277
598780.0,8135.6,12.0,4.0,Białołęka,4.0,73.6,52.32084,20.94763
731333.0,9589.99,4.0,4.0,Praga-Południe,4.0,76.26,52.2410989834635,21.1194537326709
715352.0,8800.0,4.0,4.0,Białołęka,3.0,81.29,52.31860567,20.96882343
395200.0,14064.06,10.0,1.0,Mokotów,9.0,28.1,52.17708,21.06726
523305.0,9390.01,4.0,2.0,Praga-Południe,2.0,55.73,52.2387974,21.1196744
387600.0,10796.66,12.0,2.0,Białołęka,8.0,35.9,52.32374701,20.94470501
425000.0,11038.96,4.0,2.0,Ursynów,1.0,38.5,52.1618617360222,20.9935808507643
1029000.0,6323.36,1.0,6.0,Ursynów,0.0,162.73,52.12089,21.00483
512000.0,8648.65,8.0,3.0,Białołęka,2.0,59.2,52.3194350334253,20.9716856760839
429000.0,10595.21,12.0,2.0,Białołęka,5.0,40.49,52.32313068,20.94423294
1304593.0,22262.68,28.0,3.0,Wola,23.0,58.6,52.2329307592922,20.9956049361927
689497.0,11023.13,8.0,3.0,Wola,4.0,62.55,52.22124,20.95634
